row,episode,episode_step_start,episode_step_end,window_index,chunk_index,label,credit_source,policy_subtask,policy_command,relabeled_subtask,relabeled_command,n_suggested,policy_subtask_raw
418,5,421,430,30,12,BAD,direct,The vehicle accelerates normally to reach the speed limit while maintaining a steady straight course.,accelerate,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,<loc1022>The vehicle accelerates normally to reach the speed limit while maintaining a steady straight course.;<loc1021>
419,5,431,440,30,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
420,5,441,450,30,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
421,5,451,460,31,0,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
422,5,461,470,31,1,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining a steady course.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
423,5,471,480,31,2,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
424,5,481,490,31,3,BAD,direct,"The vehicle follows the route, maintaining its speed and steady course.",follow,"The vehicle remains stopped, maintaining a steady course.",stop,1,"<loc1022>The vehicle follows the route, maintaining its speed and steady course.;<loc1021>"
425,5,491,500,31,4,BAD,direct,"The vehicle follows the route, maintaining steady speed with no course adjustments.",follow,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle follows the route, maintaining steady speed with no course adjustments.;<loc1021>"
426,5,501,510,31,5,BAD,precursor,The vehicle accelerates steadily to its target speed while maintaining a straight course.,accelerate,"The vehicle remains stopped, maintaining a steady course.",stop,1,<loc1022>The vehicle accelerates steadily to its target speed while maintaining a straight course.;<loc1021>
427,5,511,520,31,6,BAD,precursor,"The vehicle normally follows the route, accelerating to a steady speed.",follow,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
428,5,521,530,31,7,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining a steady course.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
429,5,531,540,31,8,BAD,direct,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
430,5,541,550,31,9,BAD,direct,"The vehicle accelerates normally, maintaining a steady straight course with a slight left adjustment.",accelerate,"The vehicle remains stopped, maintaining a steady course.",stop,1,"<loc1022>The vehicle accelerates normally, maintaining a steady straight course with a slight left adjustment.;<loc1021>"
431,5,551,560,31,10,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
432,5,561,570,31,11,BAD,precursor,"The vehicle follows the route, accelerating normally to reach the speed limit with steady lane keeping.",follow,"The vehicle remains stopped, maintaining a steady course.",stop,1,"<loc1022>The vehicle follows the route, accelerating normally to reach the speed limit with steady lane keeping.;<loc1021>"
433,5,571,580,31,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
434,5,581,590,31,13,BAD,direct,"The vehicle normally follows the route, accelerating to speed and then braking to a stop.",follow,"The vehicle remains stopped, maintaining a steady course.",stop,1,"<loc1022>The vehicle normally follows the route, accelerating to speed and then braking to a stop.;<loc1021>"
435,5,591,600,31,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
436,5,601,610,32,0,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
437,5,611,620,32,1,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
438,5,621,630,32,2,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
439,5,631,640,32,3,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
440,5,641,650,32,4,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
441,5,651,660,32,5,BAD,direct,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle normally follows the route, maintaining its speed with a steady course.;<loc1021>"
442,5,661,670,32,6,BAD,direct,"The vehicle follows the route, maintaining a steady speed and safe driving style.",follow,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe driving style.;<loc1021>"
443,5,671,680,32,7,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
444,5,681,690,32,8,BAD,direct,"The vehicle normally follows the route, maintaining a steady speed with a smooth adjustment to the left.",follow,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle normally follows the route, maintaining a steady speed with a smooth adjustment to the left.;<loc1021>"
445,5,691,700,32,9,BAD,direct,"The vehicle normally follows the route, maintaining its speed and making a wide right adjustment.",follow,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle normally follows the route, maintaining its speed and making a wide right adjustment.;<loc1021>"
446,5,701,710,32,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
447,5,711,720,32,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
448,5,721,730,32,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
449,5,731,740,32,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
450,5,741,750,32,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
451,5,751,760,33,0,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
452,5,761,770,33,1,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
453,5,771,780,33,2,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
454,5,781,790,33,3,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
455,5,791,800,33,4,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
456,5,801,810,33,5,BAD,direct,"The vehicle normally follows the route, maintaining its speed with a steady straight course.",follow,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle normally follows the route, maintaining its speed with a steady straight course.;<loc1021>"
